"pheno.cd.DryWeight_Leaves_g","pheno.cd.DryWeight_Shoot_g","pheno.cd.FreshWeight_Shoot_g","pheno.cd.FreshWeight_Leaves_g","pheno.cd.GrowthStage","pheno.cd.NumberOfNodes","pheno.cd.NumberOfTillers","pheno.cd.PlantHeight_cm","pheno.cd.TillerLength_cm"
-0.876003487743561,-0.905376727074061,-1.07433012782365,-1.00980327236825,0.647491740457504,0.677804774150171,-0.530332265500212,-0.948426443815508,-1.15622554200141
0.333605796151015,0.621162307543257,1.09363234496055,0.60820940833036,-1.2963423192865,1.32341447861672,1.00689821148261,1.2865930634154,1.57061959383964
-1.97032742933148,-1.55776874727805,-1.75068446736578,-1.74086311534117,1.94338111362016,-1.68943080889384,-0.991501408595028,-2.28326753948346,-0.984003743948289
-1.23161442824336,-0.559506944210885,-0.704756262095802,-1.28291261325167,1.29543642703883,-0.828617869605106,-1.60639359938816,-1.51437448655139,-0.66826378085091
-1.61294286818081,-1.59323011546487,-1.46293050911258,-1.52019266614779,1.29543642703883,-1.04382110442729,-1.45267055168988,-1.58760239635445,-1.18492917501027
-0.705735905259871,-0.618528262494417,-0.558140171595854,-0.808589787512341,1.29543642703883,-0.828617869605106,-1.76011664708644,-1.03839307283163,-1.38585460607224
-0.922117624666237,-0.357911494929677,-0.230683824834437,-1.08098728823708,1.29543642703883,0.0321950696836228,-1.2989475039916,-1.18484889243766,-1.24233644102797
-1.98096915323671,-1.8662340732866,-1.80517216672798,-1.76743848126554,1.29543642703875,-1.25902433924951,-1.91383969478475,-1.97204892282043,-1.50066913810767
-1.41961821723578,-1.47251573197962,-1.41939925524377,-1.35077470837996,1.29543642703885,-0.828617869605106,-1.14522445629331,-1.38622564439606,-1.50066913810765
-1.63777355729301,-1.33479932265137,-1.31171978017993,-1.51781986561883,1.29543642703881,-1.47422757407165,-1.2989475039916,-1.36791866694529,-1.24233644102797
-0.74386874925361,-0.2289389846064,-0.273861644977652,-0.792692023968301,1.29543642703883,-1.04382110442729,-0.837778360896741,-0.9651651630285,-0.209005652709262
-0.610847200438228,-0.765717229078049,-0.760304262634747,-0.523379163931211,0.323519397166835,-0.613414634782925,-0.684055313198498,-0.0498162904903475,-0.955300110939443
-0.687112888425717,-0.31637797465608,-0.423835355870717,-0.851062916980746,1.29543642703883,0.0321950696836228,-0.991501408595028,-0.580718636562471,-0.696967413859764
-0.150592641536985,1.17567123610831,0.832385916126795,-0.474499473034611,0.647491740457497,0.247398304505803,-0.530332265500212,-0.0132023355887986,-0.955300110939443
