"pheno.cd.DryWeight_Leaves_g","pheno.cd.DryWeight_Shoot_g","pheno.cd.FreshWeight_Shoot_g","pheno.cd.FreshWeight_Leaves_g","pheno.cd.GrowthStage","pheno.cd.NumberOfNodes","pheno.cd.NumberOfTillers","pheno.cd.PlantHeight_cm","pheno.cd.TillerLength_cm"
0.367942082349027,0.395528101794003,0.287077979647676,0.281884216222489,0.534107644199177,1.78492271980093,0.416179900897031,-0.73540840790486,-0.651718263436795
-0.627503532029669,-1.0709095837966,-1.13153644048917,-0.655489810600534,-2.06094891794702,-0.777697627060486,1.42180374444065,0.300542794066707,0.444514055320174
0.086984766538804,-1.16209861765047,-1.67244697478595,-1.43741990332727,2.48040006580883,-1.70955957137373,-2.60069162973366,-1.45630669282565,-1.68346632814925
-1.23009769993115,-1.24680804355808,-1.21342631023671,-1.31871726274466,1.83163592527227,-1.47659408529542,-2.19844209231624,-1.35286884419603,-1.29656080388207
-1.22000116965636,-0.504331387091134,-0.420771250543939,-1.24711884461546,1.18287178473573,-0.777697627060486,-1.7961925548988,4.19791067766474,-1.74795058219376
-0.660796027493838,-0.191417284989107,-0.0873798520465472,-0.68092609072538,1.18287178473572,0.15416431725276,-1.7961925548988,-0.78393219784216,-1.87691909028282
-0.471028803348067,0.916743011508321,0.864924004156994,-0.421852867231573,1.18287178473572,0.620095289409383,-1.19281824877266,-0.638830459006543,-1.23207654983754
-1.52973015910869,0.0890944692621354,-0.167082751978866,-1.34509562731857,1.83163592527228,-0.0788011688255551,-1.99731732360752,-1.60813319169289,-2.07037185241641
-0.497662799719404,0.338129657029732,0.358275996965262,-0.593312236962016,1.18287178473572,-0.0788011688255551,-1.19281824877266,-1.18149963175056,-2.19934036050547
-0.853892501186029,-0.762624388530388,-0.603018735145274,-0.663026486193076,0.534107644199183,0.387129803331068,-0.388319173937806,-0.71886369832763,-0.135844231080575
-0.447724056523146,0.538098432337526,0.703574231123273,-0.464246667439658,1.18287178473572,-0.0788011688255551,-0.790568711355253,-0.54534769962221,-0.200328485125105
0.156122480252381,-0.10717118057702,0.0363054408362279,0.337983926145559,0.209725573930906,-0.311766654903863,-0.388319173937806,3.55396776979329,-0.974139533659442
-0.637491280668917,-0.563581394589745,-0.452117817895369,-0.632879783822895,1.13323764266715,-0.398261485915373,-1.22262848920559,-0.610416199136739,-0.612824975895796
0.301357091420688,2.06656346952822,2.1054218826768,0.252679598301373,1.18287178473572,2.48381917803586,0.818429438314478,-0.567037199460386,-0.974139533659442
0.471148818287954,0.826016437526097,0.796155953300759,0.38174516782373,1.18287178473572,0.15416431725276,-1.59506778619009,-0.267530498708008,-1.74795058219378
-0.737368767061429,-0.445081379592529,-0.315553702767427,-0.808107491349606,1.18287178473572,-0.544732140982171,-0.589443942646529,-0.762242698003983,-1.3610450579266
0.837366268393831,0.916743011508321,0.951430810181104,0.74256351181692,-0.76342063687392,-0.544732140982171,0.617304669605754,0.148716295199463,1.28280935789902
0.221455102306677,1.78605171527701,1.44277002866632,0.0143322326870765,1.507253855004,0.620095289409383,-0.991693480063919,-1.15265369509117,-1.87691909028282
-0.860551000278861,-0.959815819736697,-0.896558683676503,-0.74310366436389,0.209725573930906,0.387129803331068,-0.187194405229082,-0.220005202049545,-0.522749755347752
0.441185572370201,0.671410949209389,0.471998427356502,0.375150576680253,0.534107644199177,-1.2436285992171,0.416179900897031,-0.350142201078613,-0.329296993214164
-0.224664336913206,0.475145299370259,0.401529399977317,-0.14864837700176,0.534107644199177,0.387129803331068,-1.79619255489881,-0.436900200431319,0.186577039142056
1.16696197348912,1.44814151626149,1.58079212367107,1.29650916786911,0.534107644199177,0.620095289409376,-0.790568711355253,0.712643290992068,0.960388087676393
-0.121457600974279,-0.602464212010704,-0.619056513790199,-0.198578852802374,0.534107644199177,-1.2436285992171,0.215055132188366,-0.30676320140226,0.637966817453746
-0.890514246196614,0.334426531561068,0.438221893543722,-0.719551553137181,1.18287178473573,-1.47659408529542,-1.19281824877266,-0.553145852783803,-0.200328485125105
-0.70407627159726,-0.0275539830007637,-0.0949127480767325,-0.746872002160163,1.18287178473572,1.31899174764431,-0.187194405229082,0.0466463907753645,-0.845171025570383
-0.27460308010946,0.926926606547148,1.07657408294069,-0.133575025816663,1.18287178473572,0.620095289409383,-0.589443942646529,-0.632105698974916,-0.200328485125105
-0.907160493928699,-0.708929069234774,-0.711152242675404,-0.971088101038432,0.858489714467454,-1.01066311313879,-0.991693480063919,3.7596459937607,-0.716202517481325
-0.727381018422181,-1.07276114653092,-0.989869395792397,-0.721435722035323,0.534107644199177,-0.0788011688255551,-0.790568711355253,-0.328452701240437,-0.264812739169634
0.101602118635665,0.733438300809516,0.661292814695754,-0.000741118498020744,1.18287178473572,-0.311766654903863,-0.388319173937806,-0.0681787031823107,0.315545547231115
