"","var.id","DryWeight_Leaves_g","DryWeight_Shoot_g","FreshWeight_Shoot_g","FreshWeight_Leaves_g","GrowthStage","NumberOfNodes","NumberOfTillers","PlantHeight_cm","TillerLength_cm"
"W1.165","GmJMC028",40.1975006583666,84.4391899766373,331.46262047335,130.144706050555,4.00099413599339,7.30580554810516,14.9738600208604,53.4667481206962,36.0742005768718
"W1.166","GmWMC190",37.5675152285544,58.0763431317876,257.169233241765,129.45727298239,1.12970323493203,8.3135202682376,12.5481276521799,63.3315349511242,61.0352986706871
"W1.167","GmWMC188",44.1301891515437,78.1984115144658,310.31560844537,163.82892639063,2.08680020195248,6.96990064139435,15.6669264119119,58.5194438143301,69.7716830035225
"W1.168","GmJMC097",39.8861628193234,84.8344513667458,335.336306924662,133.16941155048,4.00099413599339,5.96218592126191,13.5877272387572,56.3540028027727,44.3945666081436
"W1.169","GmJMC023",22.4430507318775,66.3732060727802,241.033897264608,65.2293160031174,4.95809110301383,7.30580554810516,11.5085280656025,46.248611415505,22.7616149268369
"W1.170","GmJMC082",37.7805358552682,79.3152969103687,322.995525671698,125.803023514777,4.95809110301383,6.96990064139435,13.5877272387572,45.7674023018256,38.5703103862533
"W1.171","GmWMC122",30.3084277182317,57.253184090002,213.756060473705,88.1968166173817,4.00099413599338,5.6262810145511,13.2411940432314,48.8952615407417,49.3867862269066
"W1.172","C0394",36.5761500042327,53.706710332882,204.686057274961,121.388979603403,4.95809110301383,5.6262810145511,12.2015944566541,44.3237749607873,38.5703103862533
"W1.173","GmJMC167",32.397668480232,72.672004555518,321.307382159842,115.629014105938,2.08680020195248,6.63399573468353,15.3203932163862,52.9721255839983,51.4668777347246
"W1.174","GmJMC117",27.8914629151332,38.4365661700674,148.370644809145,99.0293145441473,3.04389716897293,4.95447120112947,12.2015944566541,49.4957504786366,28.5858711487272
"W1.175","GmJMC032",20.7634650212497,43.6039742517607,158.770814658971,64.4261047339985,4.95809110301383,7.30580554810516,13.5877272387572,48.4140524270623,32.3300358627995
"W1.176","GmWMC162",40.2466592645313,75.3227942451446,310.247781250697,142.844127467705,2.56534868546271,7.97761536152679,12.2015944566541,70.5496716563153,71.0197379082132
"W1.177","GmJMC050",16.9045144373197,42.2223725120238,154.757705640832,52.7469787127563,5.91518807003427,5.29037610784028,10.1223952834994,40.7147066081917,27.7538345456
"W1.178","GmJMC039",23.907873792534,47.3498918295778,167.531827304205,79.8104818827778,5.43663958652406,6.29809082797272,12.2015944566541,44.3237749607873,31.9140175612359
"W1.179","GmJMC112",36.5433776001229,74.1587675825315,299.418039167944,124.240017801897,3.52244565248316,9.32123498837004,13.2411940432314,61.1660939395668,49.3867862269066
"W1.180","GmWMC168",38.5834597559585,67.7729390689441,302.481567460664,139.392489851761,2.08680020195248,9.99304480179167,16.7065259984893,53.9479572343757,49.8028045284702
"W1.181","GmJMC128",22.1972577010539,62.9028835926535,232.879561193947,64.2379651574481,5.43663958652406,6.63399573468354,10.4689284790252,33.0153607893211,32.3300358627995
"W1.182","GmJMC088",30.6853103654945,38.414808662355,132.698794662251,89.2171120132895,4.47954261950361,6.29809082797272,10.4689284790252,24.6815785558597,27.3378162440364
"W1.183","GmWMC109",15.2740873328567,38.9913826167334,133.995047715998,47.732335383933,3.52244565248316,5.29037610784028,12.5481276521799,45.0455886313065,46.0586398143979
"W1.184","GmJMC121",21.6237406291322,35.3397475723367,138.871069377474,78.1241131343773,2.56534868546271,6.96990064139435,12.5481276521799,43.6019612902682,36.906237179999
"W1.185","GmJMC106",37.5183566223897,50.6534067505761,202.783127646642,121.403451878522,2.08680020195249,5.6262810145511,12.2015944566541,54.1885617912154,50.2188228300338
"W1.186","GmJMC137",38.2967012199977,73.7598799411376,320.244756109969,138.220235567101,3.04389716897293,5.96218592126191,16.3599928029635,69.3466488721169,57.7071522581784
"W1.187","GmJMC158",20.9600994459086,46.069825125832,206.099123830644,84.5642755624477,2.08680020195248,6.96990064139435,14.2807936298088,52.7449344501771,34.826145672181
"W1.188","GmWMC042",10.3090681102206,24.6350537778393,87.4053013307617,36.9432542825252,4.95809110301383,4.28266138770784,10.1223952834994,30.3687106640844,27.3378162440364
"W1.189","GmJMC076",40.3449764768608,59.1279560045532,206.555073305945,122.648067538778,4.00099413599338,6.96990064139435,14.6273268253346,52.2637253364977,39.8183652909441
"W1.190","GmWMC173",24.0079330281208,47.5457093989893,202.948927455842,85.5845709583555,2.08680020195248,9.32123498837004,16.3599928029635,61.4066984964065,49.3867862269066
"W1.191","GmWMC192",20.206334151383,41.4391022343776,168.605757886524,77.2340682145429,2.08680020195248,8.98533008165923,17.0530591940151,45.7674023018256,49.3867862269066
"W1.192","GmWMC074",22.1317128928343,48.0352533225182,171.673054356727,67.2843790700522,5.91518807003428,7.30580554810516,12.2015944566541,33.6539016101201,32.7460541643631
"W1.193","GmJMC026",17.8385279544493,41.1526283828311,156.619185316851,59.1292520403496,5.91518807003428,5.29037610784028,10.815461674551,33.7371744598402,22.3455966252733
"W1.194","GmWMC187",28.1700283500666,48.0280008199473,197.326806652965,100.476542056073,2.08680020195248,7.30580554810516,19.8253247582213,43.3613567334285,103.469165430173
"W1.195","GmJMC131",37.9607840778721,46.6971665982059,173.651347534683,122.293496798356,4.00099413599338,7.64171045481598,11.5085280656025,48.4140524270624,32.7460541643631
"W1.196","GmWMC153",16.7488455177981,40.3077118333332,171.593922629609,65.0556487016863,1.60825171844226,9.32123498837004,16.0134596074377,54.1885617912153,45.6426215128343
"W1.197","GmWMC181",23.907873792534,34.5528510434052,143.64158206946,70.8083780615918,2.56534868546271,8.3135202682376,10.4689284790252,54.4291663480551,40.6504018940712
"W1.198","GmJMC037",16.9290937404021,43.2159653642231,157.847611175925,53.8034547964622,5.43663958652406,5.96218592126191,9.42932889244782,35.8717604517124,24.8417064346548
"W1.199","GmJMC047",21.6401268311871,55.0411708059087,206.253619107399,68.7460788570973,5.43663958652406,6.63399573468354,12.2015944566541,42.208499999119,32.3300358627995
"W1.200","GmJMC060",23.8031055024345,46.8494691521927,170.881737085544,72.4292728749488,4.95809110301384,7.97761536152679,12.2015944566541,45.6937067501927,23.1776332284005
"W4.001","GmJMC013",2.75064666215096,8.32973039567082,29.1633416505032,10.4557679980255,4.96311502672532,4.76115118904221,11.2892774684519,21.8021336450925,23.6803714394166
"W4.002","GmJMC055",1.89856415529592,6.34254469127225,21.9962680800794,8.16191239162289,4.96311502672531,3.75343646890977,9.55661149082299,23.2457609861308,21.184261630035
"W4.003","GmWMC072",4.42112090387898,10.7339349978903,36.1080927494993,18.6832564033243,3.52746957619464,3.41753156219896,13.0219434460808,38.4038480670325,32.416755772252
"W4.004","GmJMC081",3.97141871524136,9.29676719114613,33.5975714112701,14.1896149787944,4.9292648077371,3.12291410720091,10.9123815828412,23.0185358831282,25.5898209594465
"W4.005","GmJMC039",7.72385898581452,16.9892184652033,63.0279526796293,25.5069341220551,4.96311502672531,5.09705609575302,10.5962110774003,37.6820343965133,30.7526825659976
"W4.006","GmJMC061",9.35428609027753,19.3716655597103,75.0220616042657,32.7503078192443,4.96311502672532,4.08934137562058,10.5962110774003,32.6293387028795,35.7449021847607
"W4.007","GmJMC037",4.29914275633945,13.1780283642491,44.7409873603515,14.4066991055832,4.96311502672531,4.76115118904221,8.86354509977141,24.9299928840088,25.7604629472345
"W4.008","GmWMC022",4.24179104914728,13.558784749216,53.8185269140585,14.3126293173081,5.44166351023554,3.75343646890977,13.0219434460808,24.4487837703294,25.7604629472345
"W4.009","GmJMC054",17.8996904619103,23.1248356400982,91.7565378010333,64.1479086904772,3.04892109268441,6.77658062930709,14.408076228184,29.6603667015386,32.0007374706883
"W4.010","GmWMC155",8.0188106228028,13.5370272415036,51.2335571615292,29.2118365525854,1.13472715864351,7.11248553601791,14.408076228184,31.6669204755206,30.7526825659976
"W4.011","GmWMC150",4.35649446353162,8.90630435004923,35.1585120240805,18.495116826774,2.57037260917418,7.78429534943953,15.7942090102871,22.0427382019323,22.8483348362894
"W4.012","GmJMC065",12.8855126331095,16.9420771984931,61.1664730036097,37.4755056456824,4.96311502672531,4.4252462823314,9.90314468634877,29.0390722944799,27.0085178519253
"W4.013","GmJMC041",2.66052255084899,12.6268381688685,45.3099821601065,10.0215997444477,5.92021199374577,2.0739119353557,9.90314468634877,23.6404641315024,23.264353137853
"W4.014","GmWMC015",5.29870108168863,11.3612764702643,39.7330794870113,17.0406531772884,5.92021199374576,3.75343646890977,11.6358106639777,22.283342758772,21.6002799315986
"W4.015","GmWMC153",5.9049905577201,13.1707758616783,47.5030614545264,22.6269513733225,2.09182412566396,3.41753156219896,14.7546094237097,35.7571979417957,30.336664264434
"W4.016","GmWMC152",7.10937640875559,12.3439905686074,43.3015435622958,22.3157974582584,3.04892109268441,4.76115118904221,14.0615430326582,38.6444526238722,33.2487923753791
"W4.017","GmWMC024",4.47119787791595,12.4092630917445,46.3273900801982,14.9928262479132,5.92021199374576,4.4252462823314,11.9823438595035,23.9675746566499,25.3444446456709
"W4.018","GmWMC094",5.06609415307245,7.60810638987645,24.3664517161448,10.2965729717136,4.48456654321508,2.74572174877733,11.9823438595035,27.5766430092456,25.7604629472345
"W4.019","GmWMC124",4.07792902859824,8.6343355036443,27.1134531003925,12.691734503951,4.00601805970486,1.73800702864489,13.7150098371324,31.6669204755206,29.9206459628704
"W4.020","GmWMC109",3.38970854229224,8.51466921122616,27.7050569650385,12.6700260912721,4.00601805970486,2.40981684206652,11.9823438595035,32.5118994978716,31.1687008675612
"W4.021","GmJMC059",5.55268721353966,13.2433008873863,44.5789557286332,18.1550183614714,4.96311502672532,4.4252462823314,11.6358106639777,28.5390612366044,25.7604629472345
"W4.022","GmJMC090",5.06609415307245,11.1219438854279,38.3087083988829,17.5399466689029,4.96311502672531,3.08162665548814,10.5962110774003,28.3930187920573,25.7604629472345
"W4.023","GmJMC112",3.00463279400199,7.53195511288305,24.3099290539175,10.6439075745758,3.04892109268442,2.0739119353557,11.2892774684519,32.3887341460397,27.4245361534889
"W4.024","GmWMC127",6.4047697203947,11.3939127318328,40.136274477566,20.4416378303143,3.04892109268441,5.76886590917465,15.1011426192355,31.9075250323603,34.0808289785063
"W4.025","GmJMC028",6.91274198409674,14.9077502273843,53.2683730017127,21.2520852369929,3.04892109268441,3.41753156219896,13.0219434460808,31.4263159186809,32.8327740738155
"W4.026","GmJMC126",3.92226010907665,10.7303087466049,35.1396711366714,12.2720385254925,3.04892109268441,4.4252462823314,13.7150098371324,27.0954338955661,26.5924995503617
"W4.027","GmWMC048",6.15897668957113,15.2196078379287,57.1382912755429,19.9495804762595,4.96311502672531,5.43296100246384,11.9823438595035,28.5390612366044,27.8405544550525
"W4.028","GmJMC044",4.17624624092767,14.9476389915237,55.2089844048505,14.5224773065373,5.92021199374576,5.09705609575303,10.9427442729261,22.7645518724514,23.264353137853
"W4.029","GmWMC160",4.51216338305321,8.56543672922174,29.5891457059489,15.5427727024451,1.13472715864351,3.08162665548814,10.5962110774003,26.373620225047,24.5124080425438
"W4.030","GmJMC121",6.09343188135151,11.4338014959722,39.5182933705476,19.6311904236358,3.04892109268441,5.09705609575303,13.7150098371324,29.0202703502838,25.7604629472345
"W4.031","GmWMC135",9.74755493959524,19.7197856831086,79.7812697638057,38.2714807772417,3.04892109268442,5.43296100246384,14.7546094237098,41.291102749109,41.5691584066509
"W4.032","GmWMC036",2.40653641899797,8.26083162124822,29.9358180342763,10.1156695327229,5.92021199374577,4.76115118904221,12.675410250555,14.1027878262219,16.192042011272
"W4.033","GmJMC016",3.75020498750015,13.4246134516562,49.4248319702551,11.9825930231073,5.92021199374576,4.08934137562058,10.5962110774003,23.7269700998102,23.264353137853
"W4.034","GmJMC095",15.2205464259334,22.7549580089875,89.213018000804,53.503550340262,3.0489210926844,4.76115118904221,14.0615430326582,36.7196161691545,32.416755772252
"W4.035","GmJMC102",9.4280239995246,17.8087512557034,69.4187816887979,36.3032513610224,4.96311502672531,4.4252462823314,10.2496778818746,31.6669204755206,27.0085178519253
"W4.036","GmJMC128",4.59409439332773,14.9440127402383,58.8038257225079,15.0651876235095,5.44166351023554,4.76115118904221,10.5962110774003,25.1705974408485,26.1764812487981
"W4.037","GmWMC108",6.51947313477903,18.4651027383606,64.1621741016574,19.8338022753054,4.96311502672531,4.76115118904221,13.0219434460808,35.9978024986354,34.0808289785063
"W4.038","GmWMC144",3.7747842905825,10.5562486849057,39.3864071586837,13.3429868843177,3.04892109268441,5.43296100246384,13.7150098371324,33.1105478165589,24.5124080425438
"W4.039","GmWMC006",3.90587390702174,14.3166712678643,50.7210850240016,12.3154553508503,5.92021199374576,2.74572174877733,10.2496778818746,25.4112019976882,27.4245361534889
"W4.040","GmJMC031",8.34653466390089,17.9610538096902,65.1984229091582,28.4737505215032,2.23538867071703,5.65195633402354,9.90314468634877,34.0729660439177,26.5924995503617
"W4.041","GmJMC057",3.73381878544524,10.4547136489145,34.6950261938165,12.8364572551436,3.04892109268441,3.41753156219896,14.408076228184,23.9675746566499,24.5124080425438
"W4.042","GmJMC111",12.6069471981761,20.2347133656353,71.943460601618,38.7563019937369,4.48456654321509,4.4252462823314,13.7150098371324,36.3139432263155,32.416755772252
"W4.043","GmJMC172",4.18443934195512,10.0304422485229,34.3634265754162,15.3980499512525,3.04892109268441,7.11248553601791,15.1011426192355,19.8772971903749,27.4245361534889
"W4.044","GmWMC183",7.23227292416738,12.304101804468,42.6232716155681,23.4663433302395,3.04892109268441,4.4252462823314,14.7546094237098,32.5118994978716,30.336664264434
"W4.045","GmJMC091",8.37111396698325,14.6430338835502,52.6315510072849,27.3376769246413,3.52746957619464,4.4252462823314,12.675410250555,29.7420840208029,30.7526825659976
"W4.046","GmJMC077",4.6514461005199,11.5353365319634,41.4400638862762,15.1664935493444,4.48456654321509,3.41753156219896,11.2892774684519,27.3360384524059,29.0886093597432
"W4.047","GmJMC021",3.28319822893537,9.10937442203158,31.503379866714,10.6873243999336,5.84698863896045,3.62872255256543,9.85178235070538,23.0051564292911,20.6031439475774
"W4.048","GmJMC180",2.66871565187644,7.52832886159766,25.3725551037911,9.73939037962215,4.00601805970487,3.75343646890977,12.675410250555,28.2984566797647,27.4245361534889
"W4.049","GmWMC029",5.36424588990825,15.4263041611964,56.8104598346245,16.794624500261,5.44166351023554,4.08934137562058,11.2892774684519,19.2047464483178,24.5124080425438
"W4.050","GmWMC169",5.06609415307245,16.7535121316524,64.0792741970575,16.1795528076925,5.92021199374576,3.08162665548814,10.2496778818746,24.4487837703294,24.5124080425438
"W4.051","GmWMC070",3.18488101660594,12.3367380660366,39.1979982845927,11.0201867276766,6.87730896076621,2.40981684206651,10.5962110774003,19.5215834256881,22.0162982331622
"W4.052","GmWMC129",4.00419111935117,8.08677155954908,24.9806646456817,12.4457058269236,3.04892109268441,1.73800702864489,11.9823438595035,36.7196161691545,31.1687008675612
"W4.053","GmWMC154",3.30777753201772,7.10043120992059,23.5713662674805,11.2951599549425,3.04892109268441,4.4252462823314,13.0219434460808,19.3960880766955,20.3522250269079
"W4.054","GmWMC141",3.73381878544524,7.17658248691396,22.5501901699071,11.6786752456029,1.61327564215373,2.74572174877733,13.3684766416066,29.6603667015386,28.2565727566161
"W4.055","GmJMC053",1.57903321522528,7.85831772856896,24.9203738059727,6.46142006510993,4.48456654321509,3.41753156219896,10.5962110774003,21.0803199745734,23.264353137853
"W4.056","GmJMC184",4.58590129230028,9.0912431656046,29.2387052001396,15.6368424907203,3.04892109268441,4.4252462823314,13.7150098371324,30.4638976913221,28.256572756616
"W4.057","GmJMC032",2.73426046009606,7.55733887188087,24.6113832524633,9.84069630545696,4.48456654321509,4.76115118904221,11.6358106639777,27.3360384524059,21.184261630035
"W4.058","GmJMC052",2.33279850975089,9.3813432684365,30.282490362604,7.44553477321956,5.92021199374576,3.41753156219896,10.2496778818746,25.6518065545279,21.6002799315986
"W4.059","GmWMC086",1.69373662960961,8.33335664695621,24.0197793878172,6.6495596416603,6.87730896076622,2.40981684206652,9.2100782952972,19.6366926335352,22.4323165347258
"W4.060","GmWMC122",4.73337711079443,11.2669939368439,37.8150771487644,15.1520212742251,4.96311502672531,5.43296100246384,13.0219434460808,25.1705974408485,26.5924995503617
"W4.061","C0394",6.83081097382222,10.9913988391536,34.3182084456343,20.1811368781677,4.00601805970486,4.76115118904221,11.9823438595035,23.2457609861308,26.5924995503617
"W4.062","GmWMC142",5.61823202175927,9.60254459684581,30.4633628817314,16.5051789978758,3.04892109268441,5.76886590917465,13.3684766416066,28.3930187920573,26.1764812487981
"W4.063","GmWMC136",5.04471494983761,9.49013080699845,31.0700394563046,15.5210642897662,1.13472715864351,5.76886590917465,14.7546094237097,34.3135706007574,32.4167557722519
"W4.064","GmWMC187",7.20769362108502,12.5724443995875,42.6534170354226,22.127657881708,3.04892109268441,5.76886590917465,14.0615430326582,29.6603667015386,30.336664264434
"W4.065","GmJMC137",5.02013564675525,10.186371053795,34.1034223291706,15.8539266175092,3.52746957619463,5.09705609575302,14.7546094237097,28.7796657934441,25.7604629472345
"W4.066","GmJMC149",5.57726651662201,9.6932008789808,31.8726612599325,15.5210642897662,3.04892109268441,6.10477081588546,13.0219434460808,27.4425078599463,25.3444446456709
"W4.067","Houjaku Kuwazu",3.76659118955505,9.19640445288115,27.8143341120112,11.8812870972725,3.52746957619463,5.09705609575303,10.9427442729261,26.6142247818867,22.4323165347258
"W4.068","GmJMC062",4.42203927175123,10.0413210023791,33.3648595427336,14.8915203220784,4.96311502672531,3.41753156219896,8.17047870871985,24.6893883271691,24.0963897409802
"W4.069","C1329",3.30777753201772,7.12218871763299,20.9675556275422,10.5136570985025,1.13472715864351,3.08162665548814,14.408076228184,33.1105478165589,27.4245361534889
"W4.070","GmWMC171",5.06609415307245,10.3459261103526,33.5155866420064,20.3909848673969,3.52746957619463,4.76115118904221,12.3288770550293,26.373620225047,24.5124080425437
"W4.071","GmWMC138",1.37420568953898,4.19943018160151,12.7340878297631,5.65097265843141,3.52746957619464,3.41753156219896,12.3288770550293,15.0652060535807,14.111950503454
"W4.072","GmJMC092",4.36468756455907,9.66781711998298,31.5862797713141,13.082485932171,3.52746957619464,3.75343646890977,10.9427442729261,28.7796657934441,30.336664264434
"W4.073","GmJMC097",3.34874303715498,6.96263366107544,22.067863452234,10.4774764107044,3.04892109268441,1.40210212193408,12.3288770550293,24.2081792134896,20.7682433284715
"W4.074","GmJMC002",5.06609415307245,6.76500465349567,12.5795925530085,4.50766292400994,7.83440592778667,1.73800702864489,7.47741231766828,13.6215787125425,13.6959322018904
"W4.075","GmWMC156",2.3491847118058,5.87838452674119,18.9176670774315,8.48753858180622,3.04892109268441,3.75343646890977,11.2892774684519,20.3585063040543,18.6881518206535
"W4.076","GmJMC068",5.73293543614361,10.4402086437729,33.2631187507245,16.541359685674,3.52746957619463,6.44067572259628,10.5962110774003,24.6893883271691,25.3444446456709
"W4.077","GmJMC033",1.31685398234681,9.03322314503819,32.2645517180419,5.46283308188104,6.39876047725599,3.41753156219896,10.2496778818746,17.9524607356572,15.7760237097084
"W4.078","GmWMC147",8.37111396698325,14.7445689195414,47.8459656053721,25.195780206991,3.52746957619464,5.43296100246384,14.0615430326582,40.5692890785898,36.1609204863243
"W4.079","GmWMC151",7.37974874266152,13.468128467081,43.4145888867506,21.7586148661669,3.04892109268441,5.09705609575303,13.3684766416066,26.373620225047,31.5847191691248
"W4.080","GmJMC139",9.05114135226179,14.704680155402,46.2595628855253,25.449045021578,3.04892109268441,4.4252462823314,11.9823438595035,31.4263159186809,27.4245361534889
"W4.081","GmWMC140",4.08612212962569,8.3188516418146,28.3531834919116,13.3791675721158,3.04892109268441,3.41753156219896,13.0219434460808,27.5766430092456,20.7682433284715
"W4.082","GmWMC182",4.62686679743754,9.22541446316433,32.9013737124696,18.5819504774895,1.13472715864351,5.76886590917465,14.7546094237097,30.7045022481618,27.4245361534889
"W4.083","GmJMC131",7.15034191389286,12.7388263715473,40.5451953430852,20.6153051317454,3.09381714529038,5.14614788865901,11.9729808149769,34.0729660439177,27.7269682502475
"W4.084","GmWMC103",1.57084011419783,10.4184511360606,35.5504024821898,6.40353096463289,5.92021199374577,2.74572174877733,10.9427442729261,24.2081792134896,22.8483348362894
"W4.085","GmWMC190",5.76570784025342,12.0792742247732,40.0797518153389,17.713613970334,1.13472715864351,4.4252462823314,13.7150098371324,26.8548293387264,27.0085178519253
"W4.086","GmWMC118",5.05290805086506,15.0056590120901,57.5038044912797,17.8655728590862,5.44166351023554,4.08934137562059,12.3288770550293,26.8088339052057,26.5924995503617
"W4.087","GmJMC003",1.82482624604885,6.43320097340725,19.6976798161685,5.41941625652328,6.87730896076621,2.0739119353557,8.17047870871984,14.7690287651332,16.192042011272
"W4.088","GmWMC001",0.980936840221265,7.31075378447374,21.2464007611971,5.06484551610143,7.35585744427644,2.74572174877733,7.82394551319406,17.7118561788175,14.9439871065812
"W4.089","GmJMC101",5.17580456627685,10.403946130919,32.4793378345056,15.2388549249406,3.04892109268441,4.08934137562058,14.0615430326582,31.4263159186809,26.1764812487981
"W4.090","GmJMC110",11.3534027409759,17.3155810808892,58.524980588853,32.5187514173361,4.00601805970486,5.43296100246384,12.675410250555,36.4790116123148,34.4968472800699
"W4.091","GmWMC123",2.77522596523332,9.38859577100726,28.0743383582568,8.48753858180622,3.04892109268441,3.75343646890977,12.675410250555,30.4638976913221,26.5924995503617
"W4.092","GmWMC087",2.40653641899797,5.29818432107736,14.7425264275738,7.90141143947622,3.04892109268441,2.74572174877733,12.3288770550293,25.4112019976882,22.4323165347258
"W4.093","GmWMC148",2.98824659194708,7.45943008717509,21.8719182231794,9.93476609373215,2.09182412566396,2.0739119353557,10.9427442729261,22.7645518724514,21.184261630035
"W4.094","GmWMC084",2.35737781283325,8.95540595011461,29.6551425134951,8.96512366074178,4.9292648077371,4.13453099792996,12.5032804310448,22.5239473156117,20.6031439475774
"W4.095","GmWMC010",1.43975049775859,7.46479519761029,24.1466260627695,5.68715334622956,5.84698863896045,3.62872255256543,9.85178235070538,18.1930652924969,13.4793196449072
"W4.096","GmWMC045",4.26637035222964,9.31969699658472,30.8326442749499,12.8002765673455,4.96311502672531,5.09705609575302,10.9427442729261,22.0562792446507,20.3522250269079
"W4.097","C1290",4.60228749435519,8.65609301135671,27.2038893599562,14.5297134440969,3.04892109268441,5.43296100246384,14.0615430326582,20.1179017472146,19.5201884237807
"W4.098","GmJMC051",6.31464560909272,12.1372942453396,41.57195009814,18.8931043925536,4.96311502672532,5.76886590917465,12.3288770550293,26.1330156682073,26.5924995503617
"W4.099","GmWMC038",2.04603997379007,8.03237779026811,27.7728841597112,8.49477471936585,5.44166351023554,2.74572174877733,9.90314468634877,17.6205615614661,14.9439871065812
"W4.100","GmWMC162",6.30645250806527,13.1562708565367,46.0899948988435,19.9568166138191,3.04892109268441,4.08934137562058,12.3288770550293,32.1481295892,29.9206459628704
"W4.101","GmWMC176",8.80534832143822,14.9077502273843,54.5420169905681,28.4158614210262,1.13472715864351,6.44067572259628,13.7150098371324,27.0954338955662,25.3444446456709
"W4.102","GmWMC115",10.4521616279561,17.8268825121304,60.6577690435637,30.0078116841447,4.00601805970486,4.76115118904221,14.0615430326582,27.8172475660853,31.1687008675612
"W4.103","GmWMC170",1.86579175118611,9.54452457627941,34.747780678562,8.91447069782437,3.04892109268441,8.45610516286116,11.9823438595035,21.3209245314131,18.6881518206535
"W4.104","GmWMC083",8.93643793787746,16.5649470648116,61.7731495781829,27.1929541734488,4.96311502672532,6.10477081588547,11.9823438595035,25.224649018354,14.9439871065812
"W4.105","GmWMC163",4.93001153545328,9.58078708913342,31.250911975432,15.6730231785184,1.25836948284367,5.14614788865901,12.5032804310448,25.4112019976882,21.3155263778444
"W4.106","GmWMC178",7.89591410739102,14.9440127402383,52.9593824482033,25.1595995191928,3.04892109268441,5.76886590917465,13.3684766416066,40.1159869547595,34.4968472800699
"W4.107","GmJMC025",6.01150087107698,14.5523776014153,50.860507590829,18.4806445516547,5.92021199374576,4.4252462823314,9.2100782952972,26.8088339052057,13.2799139003268
"W4.108","GmWMC042",1.86579175118611,9.78748341240117,32.5848468039966,7.44553477321956,5.92021199374576,3.08162665548814,10.5962110774003,19.8772971903749,17.4400969159628
"W4.109","GmJMC056",10.2227547991875,22.0804752699033,78.5151621299139,30.9412734293369,4.48456654321509,5.76886590917465,14.0615430326582,34.3135706007574,29.0886093597432
"W4.110","GmWMC146",12.0498163283093,19.650886908686,76.6122325015943,40.6738784470387,3.04892109268441,4.4252462823314,11.9823438595035,36.4790116123148,25.7604629472345
"W4.111","GmJMC009",3.62730847208836,12.6413431740101,44.0702517685873,10.9912421774381,5.92021199374576,4.08934137562058,9.90314468634877,16.6700506293551,10.3677857893817
"W4.112","GmWMC074",8.80534832143822,18.2656589176637,64.8065324510489,26.0858251268254,4.96311502672531,6.10477081588546,11.9823438595035,27.0954338955661,30.7526825659976
"W4.113","GmJMC161",5.14303216216704,14.0882174368842,47.258129918208,16.2374419081695,3.04892109268441,3.08162665548814,13.0219434460808,42.9753346469869,34.9128655816335
"W4.114","GmWMC071",9.11668616048141,19.3789180622811,69.9689356011438,27.1929541734488,4.48456654321509,6.77658062930709,13.0219434460808,28.5390612366044,20.7682433284715
"W4.115","GmJMC023",5.59365271867692,19.4115543238497,71.163447862881,17.4892937059855,5.92021199374576,7.78429534943953,13.3684766416066,23.4863655429705,18.2721335190899
"W4.116","GmJMC008",1.08744715357814,11.6658815782378,35.9234520528902,5.21680440485365,6.87730896076622,4.08934137562058,8.51701190424563,11.9373468146645,11.1998223925089
"W4.117","GmWMC165",2.88992937961765,11.1364488905695,36.3304152209268,9.99989133176881,4.00601805970486,5.09705609575302,15.1011426192355,43.697148317506,41.9851767082145
"W4.118","GmWMC011",6.53585933683393,13.4246134516562,44.9708461867426,18.9220489427921,4.96311502672531,5.09705609575302,11.6358106639777,19.6366926335352,20.7682433284715
"W4.119","GmJMC043",3.11933620838632,11.2089739162775,37.0426007649911,9.81175175521844,5.92021199374576,6.10477081588546,11.6358106639777,30.2940406562793,19.1041701222171
"W4.120","GmWMC166",4.15166693784531,10.3096635974986,31.0511985688956,13.1114304824095,3.04892109268441,3.41753156219896,11.9823438595035,37.922638953353,30.336664264434
"W4.121","GmJMC030",5.39701829401806,18.3128001843739,60.8876278699549,15.6585509033992,6.39876047725599,5.09705609575303,10.2496778818746,16.9900425082984,12.4478772971997
"W4.122","5002T",5.75751473922596,12.8661707537048,42.9661757664138,17.713613970334,4.96311502672531,6.77658062930709,12.675410250555,21.618600942837,20.3522250269079
"W4.123","GmWMC075",5.57726651662201,21.5365375770935,75.5194610318661,16.8886942885362,5.44166351023554,5.43296100246384,11.9823438595035,27.4425078599463,17.8561152175263
"W4.124","GmWMC173",7.05202470156343,11.3721552241204,38.286099333992,21.3895718506258,1.13472715864351,5.09705609575303,14.7546094237097,33.3511523733986,29.0886093597432
"W4.125","GmJMC082",6.77345926663005,11.3213877061249,41.53050014584,22.4532840718914,3.52746957619464,5.09705609575302,10.9427442729261,24.274138086243,18.2721335190899
"W4.126","C1322",4.74976331284933,9.6605646174122,30.534958253886,14.1172536031981,4.48456654321509,5.43296100246384,10.2496778818746,21.3209245314131,20.7682433284715
"W4.127","GmJMC064",4.67602540360226,11.1727114034235,36.6318694194725,15.6296063531606,4.96311502672532,3.41753156219896,10.9427442729261,26.6142247818867,22.8483348362894
"W4.128","GmWMC175",6.88816268101438,13.5334009902182,44.2850378850512,22.0408242309925,3.52746957619463,6.44067572259628,13.0219434460808,42.4941255333075,29.0886093597432
"W4.129","GmJMC114",4.70879780771207,11.0095300955806,37.2837641238276,15.6368424907203,3.52746957619464,4.76115118904221,12.675410250555,36.2384070554751,29.0886093597432
